,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
51942,PR,7440,"San Juan-Bayamon, PR PMSA",39-0000,Personal care and service occupations,major,9930,4.8,8.06,16770,2.5,5.58,6.03,6.77,8.94,11.80,11610,12540,14080,18590,24550,2004
51969,PR,7440,"San Juan-Bayamon, PR PMSA",41-0000,Sales and related occupations,major,72220,2.7,9.36,19460,1.6,5.61,6.03,6.72,9.92,16.55,11670,12540,13980,20630,34410,2004
51990,PR,7440,"San Juan-Bayamon, PR PMSA",43-0000,Office and administrative support occupations,major,135560,1.7,9.28,19300,0.8,5.87,6.65,8.16,10.68,14.61,12210,13820,16970,22220,30390,2004
52036,PR,7440,"San Juan-Bayamon, PR PMSA",47-0000,Construction and extraction occupations,major,41470,3.9,7.98,16600,1.8,5.70,6.24,7.22,8.72,11.14,11850,12980,15020,18140,23170,2004
52073,PR,7440,"San Juan-Bayamon, PR PMSA",49-0000,"Installation, maintenance, and repair occupations",major,26340,3.4,11.28,23460,1.6,6.07,7.20,9.76,14.55,17.84,12630,14970,20290,30270,37100,2004
52103,PR,7440,"San Juan-Bayamon, PR PMSA",51-0000,Production occupations,major,41920,3.1,9.50,19760,2.2,5.70,6.27,7.74,11.41,15.79,11860,13050,16100,23730,32840,2004
52166,PR,7440,"San Juan-Bayamon, PR PMSA",53-0000,Transportation and material moving occupations,major,43990,2.7,7.65,15900,1.2,5.57,5.99,6.67,8.24,10.96,11590,12450,13870,17130,22800,2004
52194,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",11-0000,Management occupations,major,24720,1.9,41.23,85760,0.8,18.99,25.52,36.58,50.20,#,39490,53090,76080,104420,#,2004
52225,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",13-0000,Business and financial operations occupations,major,20010,4.5,26.89,55920,1.6,14.67,18.71,24.19,31.96,41.80,30520,38920,50320,66470,86930,2004
52252,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",15-0000,Computer and mathematical occupations,major,10130,7.8,29.42,61190,1.8,15.91,21.11,28.20,37.20,44.08,33090,43900,58660,77380,91690,2004
52265,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",17-0000,Architecture and engineering occupations,major,6490,5.0,26.94,56040,1.2,15.86,19.66,25.40,33.09,41.01,32990,40880,52830,68840,85300,2004
52286,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",19-0000,"Life, physical, and social science occupations",major,4480,8.9,26.98,56130,2.3,14.04,18.05,24.71,32.72,42.29,29200,37550,51390,68050,87960,2004
52302,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",21-0000,Community and social services occupations,major,11690,4.0,18.23,37920,2.5,9.59,12.03,15.68,23.88,31.88,19950,25030,32620,49660,66300,2004
52314,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",23-0000,Legal occupations,major,3690,8.4,33.91,70530,4.2,14.78,17.28,27.79,41.97,64.79,30740,35940,57810,87290,134770,2004
52319,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",25-0000,"Education, training, and library occupations",major,36950,3.8,21.33,44360,2.4,8.28,12.07,19.47,29.59,34.61,17220,25110,40490,61550,72000,2004
52367,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,6390,4.7,19.96,41530,2.8,8.42,11.92,18.14,26.01,33.36,17510,24790,37740,54090,69390,2004
52390,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",29-0000,Healthcare practitioners and technical occupations,major,32120,4.0,28.71,59710,2.8,13.27,19.04,24.48,31.67,45.90,27590,39610,50920,65880,95480,2004
52435,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",31-0000,Healthcare support occupations,major,18150,3.7,12.41,25810,1.4,9.12,10.04,11.85,14.34,16.87,18960,20880,24640,29830,35100,2004
52449,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",33-0000,Protective service occupations,major,12060,6.1,18.29,38040,3.8,8.46,10.99,18.74,23.48,27.69,17600,22870,38980,48840,57600,2004
52462,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",35-0000,Food preparation and serving related occupations,major,46000,2.6,9.20,19140,1.0,6.86,7.16,8.20,10.20,13.09,14270,14900,17050,21220,27220,2004
52478,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,15350,3.6,11.71,24360,1.5,7.28,8.31,10.69,14.10,17.24,15150,17290,22230,29330,35870,2004
52488,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",39-0000,Personal care and service occupations,major,11540,5.6,10.97,22820,1.5,7.23,8.24,10.06,12.62,15.99,15030,17130,20920,26240,33250,2004
52507,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",41-0000,Sales and related occupations,major,54440,2.5,14.57,30310,1.6,7.30,8.16,10.55,17.21,26.94,15180,16970,21930,35790,56030,2004
52526,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",43-0000,Office and administrative support occupations,major,91340,1.5,14.43,30000,1.1,8.57,10.61,13.62,17.32,21.41,17810,22060,28320,36030,44530,2004
52577,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",45-0000,"Farming, fishing, and forestry occupations",major,340,22.0,11.19,23280,4.2,7.58,8.64,10.27,12.42,16.03,15760,17960,21360,25830,33340,2004
52579,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",47-0000,Construction and extraction occupations,major,21190,3.5,19.88,41360,1.7,11.29,14.40,19.06,24.96,30.50,23480,29950,39640,51910,63430,2004
52613,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",49-0000,"Installation, maintenance, and repair occupations",major,17770,3.5,18.07,37590,1.1,10.74,13.50,17.24,21.67,27.00,22340,28080,35870,45070,56150,2004
52644,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",51-0000,Production occupations,major,51140,3.2,13.58,28260,1.2,7.71,9.30,12.36,16.49,21.29,16030,19340,25710,34310,44280,2004
52721,RI,6480,"Providence-Fall River-Warwick, RI-MA MSA",53-0000,Transportation and material moving occupations,major,33020,3.3,12.65,26310,1.7,7.31,8.43,11.47,15.52,20.04,15200,17540,23850,32270,41680,2004
52746,SC,1440,"Charleston-North Charleston, SC MSA",11-0000,Management occupations,major,14710,3.1,33.07,68790,1.3,15.05,19.87,28.36,40.52,57.70,31290,41330,58980,84270,120020,2004
52776,SC,1440,"Charleston-North Charleston, SC MSA",13-0000,Business and financial operations occupations,major,8040,4.2,23.78,49470,3.0,12.60,15.80,20.83,28.96,37.55,26200,32860,43330,60230,78110,2004
52804,SC,1440,"Charleston-North Charleston, SC MSA",15-0000,Computer and mathematical occupations,major,4170,14.6,23.81,49520,3.2,13.87,17.43,21.51,29.31,38.10,28860,36250,44740,60960,79240,2004
52816,SC,1440,"Charleston-North Charleston, SC MSA",17-0000,Architecture and engineering occupations,major,7300,6.7,24.58,51130,4.3,13.83,17.02,22.95,31.36,39.26,28760,35400,47730,65240,81650,2004
52841,SC,1440,"Charleston-North Charleston, SC MSA",19-0000,"Life, physical, and social science occupations",major,2090,10.9,23.67,49240,3.7,11.96,16.20,21.11,28.46,38.57,24890,33700,43910,59190,80230,2004
52857,SC,1440,"Charleston-North Charleston, SC MSA",21-0000,Community and social services occupations,major,2910,13.6,15.72,32700,3.8,8.74,10.92,14.65,19.61,24.39,18170,22720,30470,40790,50730,2004
52868,SC,1440,"Charleston-North Charleston, SC MSA",23-0000,Legal occupations,major,1920,8.1,33.68,70060,7.6,11.80,14.19,23.71,43.40,#,24540,29510,49320,90280,#,2004
52874,SC,1440,"Charleston-North Charleston, SC MSA",25-0000,"Education, training, and library occupations",major,17370,11.4,18.43,38340,4.1,7.56,12.19,17.68,23.49,28.05,15730,25360,36770,48860,58340,2004
52912,SC,1440,"Charleston-North Charleston, SC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2630,7.9,16.91,35170,3.8,8.00,9.97,14.47,21.61,30.13,16630,20750,30100,44940,62660,2004
52930,SC,1440,"Charleston-North Charleston, SC MSA",29-0000,Healthcare practitioners and technical occupations,major,13750,4.1,26.04,54150,5.4,11.92,15.61,21.84,28.86,44.54,24780,32460,45420,60020,92650,2004
52960,SC,1440,"Charleston-North Charleston, SC MSA",31-0000,Healthcare support occupations,major,5810,8.2,10.54,21920,3.5,7.24,8.21,9.73,11.35,15.21,15050,17070,20240,23610,31640,2004
52973,SC,1440,"Charleston-North Charleston, SC MSA",33-0000,Protective service occupations,major,5930,2.5,13.21,27470,3.8,7.56,8.91,11.98,16.02,20.46,15720,18530,24920,33330,42560,2004
52983,SC,1440,"Charleston-North Charleston, SC MSA",35-0000,Food preparation and serving related occupations,major,26920,2.8,7.60,15810,1.6,5.61,6.07,6.84,8.50,10.73,11660,12620,14230,17670,22310,2004
53000,SC,1440,"Charleston-North Charleston, SC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,10580,4.6,8.94,18600,1.8,5.95,6.95,8.28,10.20,12.73,12380,14460,17230,21220,26470,2004
53008,SC,1440,"Charleston-North Charleston, SC MSA",39-0000,Personal care and service occupations,major,5900,8.9,9.51,19780,3.1,5.86,6.71,8.03,10.70,15.87,12180,13960,16690,22250,33020,2004
53025,SC,1440,"Charleston-North Charleston, SC MSA",41-0000,Sales and related occupations,major,25350,2.8,12.89,26810,3.3,6.08,7.20,9.31,14.53,22.82,12640,14970,19370,30230,47460,2004
53045,SC,1440,"Charleston-North Charleston, SC MSA",43-0000,Office and administrative support occupations,major,40970,3.3,12.53,26060,1.3,7.60,9.29,11.54,14.79,18.56,15810,19320,24000,30760,38610,2004
53091,SC,1440,"Charleston-North Charleston, SC MSA",45-0000,"Farming, fishing, and forestry occupations",major,590,25.5,10.15,21110,5.3,5.97,7.25,8.86,11.37,16.36,12410,15090,18440,23650,34020,2004
53095,SC,1440,"Charleston-North Charleston, SC MSA",47-0000,Construction and extraction occupations,major,14920,4.6,14.06,29250,2.2,8.45,10.28,13.02,16.72,20.94,17590,21380,27090,34770,43550,2004
53125,SC,1440,"Charleston-North Charleston, SC MSA",49-0000,"Installation, maintenance, and repair occupations",major,12810,4.5,16.11,33500,1.6,9.39,11.67,15.42,19.97,23.96,19530,24270,32070,41530,49830,2004
53155,SC,1440,"Charleston-North Charleston, SC MSA",51-0000,Production occupations,major,15210,4.7,14.20,29540,2.1,8.34,10.13,13.10,17.24,21.38,17350,21060,27240,35860,44480,2004
53211,SC,1440,"Charleston-North Charleston, SC MSA",53-0000,Transportation and material moving occupations,major,19390,4.2,12.23,25450,3.7,6.46,7.94,10.41,14.73,20.72,13430,16520,21660,30630,43110,2004
53235,SC,1760,"Columbia, SC MSA",11-0000,Management occupations,major,17810,3.4,34.33,71400,1.5,14.89,20.54,29.94,42.47,58.80,30960,42720,62270,88340,122310,2004
53265,SC,1760,"Columbia, SC MSA",13-0000,Business and financial operations occupations,major,13700,4.0,22.12,46000,1.9,12.32,15.17,19.90,26.99,35.01,25630,31550,41400,56140,72830,2004
53292,SC,1760,"Columbia, SC MSA",15-0000,Computer and mathematical occupations,major,6370,2.9,25.95,53970,3.5,14.05,17.75,23.94,32.54,41.80,29220,36920,49800,67680,86940,2004
53300,SC,1760,"Columbia, SC MSA",17-0000,Architecture and engineering occupations,major,4090,2.8,23.98,49890,1.8,13.45,17.52,23.16,29.02,37.01,27970,36440,48170,60360,76970,2004
53324,SC,1760,"Columbia, SC MSA",19-0000,"Life, physical, and social science occupations",major,1650,9.1,22.88,47590,2.5,12.94,16.56,21.42,27.72,34.58,26910,34440,44540,57670,71930,2004
53339,SC,1760,"Columbia, SC MSA",21-0000,Community and social services occupations,major,4110,7.5,16.25,33800,2.8,10.33,12.22,15.09,19.54,24.96,21490,25410,31390,40650,51910,2004
53352,SC,1760,"Columbia, SC MSA",23-0000,Legal occupations,major,3610,4.7,29.48,61320,4.6,12.96,15.78,24.56,38.58,51.85,26950,32830,51090,80250,107850,2004
53361,SC,1760,"Columbia, SC MSA",25-0000,"Education, training, and library occupations",major,17990,4.0,16.97,35290,6.6,6.95,8.67,16.27,22.71,27.51,14460,18040,33850,47230,57210,2004
53389,SC,1760,"Columbia, SC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2980,8.2,17.55,36500,3.5,8.51,11.23,16.09,21.36,27.09,17700,23350,33480,44430,56350,2004
53411,SC,1760,"Columbia, SC MSA",29-0000,Healthcare practitioners and technical occupations,major,17150,7.9,23.66,49220,2.5,10.80,14.72,19.94,26.75,41.75,22470,30630,41480,55630,86850,2004
53446,SC,1760,"Columbia, SC MSA",31-0000,Healthcare support occupations,major,7240,8.3,10.26,21340,2.1,7.30,8.30,9.76,11.24,13.99,15180,17270,20300,23390,29090,2004
53457,SC,1760,"Columbia, SC MSA",33-0000,Protective service occupations,major,6840,3.2,13.28,27620,3.6,7.46,8.89,12.49,16.11,20.37,15510,18490,25970,33500,42380,2004
53470,SC,1760,"Columbia, SC MSA",35-0000,Food preparation and serving related occupations,major,24380,3.1,7.79,16190,2.8,5.54,6.00,6.75,8.64,10.89,11530,12480,14050,17970,22640,2004
53486,SC,1760,"Columbia, SC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,9780,6.6,8.86,18420,2.2,5.87,6.72,8.12,10.25,13.16,12200,13970,16900,21310,27380,2004
53495,SC,1760,"Columbia, SC MSA",39-0000,Personal care and service occupations,major,5290,13.2,9.80,20390,3.3,6.08,7.20,8.54,10.70,15.63,12650,14970,17760,22250,32500,2004
53509,SC,1760,"Columbia, SC MSA",41-0000,Sales and related occupations,major,28550,2.9,13.39,27850,2.4,6.10,7.37,9.85,16.11,25.72,12690,15320,20480,33500,53490,2004
53528,SC,1760,"Columbia, SC MSA",43-0000,Office and administrative support occupations,major,56910,3.9,13.07,27180,1.5,7.76,9.55,12.01,15.47,19.85,16140,19860,24990,32170,41280,2004
53575,SC,1760,"Columbia, SC MSA",45-0000,"Farming, fishing, and forestry occupations",major,220,10.4,11.04,22970,8.4,7.26,8.24,9.88,12.06,17.53,15110,17130,20550,25090,36450,2004
53577,SC,1760,"Columbia, SC MSA",47-0000,Construction and extraction occupations,major,11560,5.8,13.86,28840,2.0,8.73,10.22,12.86,16.53,21.04,18150,21260,26760,34390,43760,2004
53604,SC,1760,"Columbia, SC MSA",49-0000,"Installation, maintenance, and repair occupations",major,13060,5.8,16.06,33410,1.7,9.13,11.41,15.35,19.86,24.79,19000,23730,31920,41320,51550,2004
53632,SC,1760,"Columbia, SC MSA",51-0000,Production occupations,major,19220,7.4,13.33,27720,2.6,7.72,9.48,12.50,16.29,20.57,16060,19720,26010,33880,42790,2004
53690,SC,1760,"Columbia, SC MSA",53-0000,Transportation and material moving occupations,major,20800,4.6,11.92,24790,2.1,6.39,7.77,10.08,14.03,20.65,13290,16160,20970,29180,42950,2004
53712,SC,2655,"Florence, SC MSA",11-0000,Management occupations,major,3550,4.8,31.57,65660,2.3,14.43,18.92,26.50,39.25,55.13,30020,39350,55120,81650,114680,2004
53733,SC,2655,"Florence, SC MSA",13-0000,Business and financial operations occupations,major,4100,5.3,15.64,32530,6.2,9.53,10.96,13.11,16.92,25.67,19810,22800,27270,35200,53400,2004
53747,SC,2655,"Florence, SC MSA",15-0000,Computer and mathematical occupations,major,410,8.4,20.75,43160,3.1,12.03,13.76,17.82,25.07,34.01,25020,28630,37070,52140,70750,2004
53752,SC,2655,"Florence, SC MSA",17-0000,Architecture and engineering occupations,major,870,8.7,21.06,43800,3.7,12.19,14.51,17.67,25.96,34.05,25360,30170,36750,54000,70820,2004
53757,SC,2655,"Florence, SC MSA",19-0000,"Life, physical, and social science occupations",major,310,7.9,21.47,44660,3.0,12.14,14.88,19.10,26.67,36.29,25250,30950,39730,55480,75480,2004
53762,SC,2655,"Florence, SC MSA",21-0000,Community and social services occupations,major,870,7.7,15.43,32100,2.7,9.59,11.55,14.17,18.39,24.26,19950,24020,29460,38260,50460,2004
53767,SC,2655,"Florence, SC MSA",23-0000,Legal occupations,major,310,14.9,26.23,54570,11.5,10.06,13.29,21.20,30.05,50.54,20920,27640,44100,62500,105110,2004
53771,SC,2655,"Florence, SC MSA",25-0000,"Education, training, and library occupations",major,2540,6.0,16.97,35310,5.8,6.44,10.02,16.94,23.18,27.26,13390,20840,35230,48210,56710,2004
53779,SC,2655,"Florence, SC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,480,20.1,15.87,33010,8.5,7.11,8.75,12.71,17.23,27.59,14790,18190,26440,35830,57390,2004
53784,SC,2655,"Florence, SC MSA",29-0000,Healthcare practitioners and technical occupations,major,4820,2.9,25.89,53850,3.4,12.04,16.26,21.27,27.43,39.79,25040,33810,44250,57060,82760,2004
53801,SC,2655,"Florence, SC MSA",31-0000,Healthcare support occupations,major,2750,4.8,9.07,18860,2.1,6.27,7.28,8.36,10.13,12.84,13050,15140,17380,21080,26700,2004
53810,SC,2655,"Florence, SC MSA",33-0000,Protective service occupations,major,870,5.0,12.66,26330,3.4,7.49,9.22,11.87,14.68,18.75,15570,19170,24690,30540,39010,2004
53815,SC,2655,"Florence, SC MSA",35-0000,Food preparation and serving related occupations,major,5260,3.8,8.17,17000,7.4,5.57,5.98,6.68,8.37,13.55,11580,12440,13890,17420,28180,2004
53829,SC,2655,"Florence, SC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,2160,4.0,8.08,16810,1.9,5.69,6.30,7.52,9.21,11.42,11830,13110,15650,19150,23740,2004
53835,SC,2655,"Florence, SC MSA",39-0000,Personal care and service occupations,major,710,15.0,9.12,18960,3.3,5.88,6.71,8.05,10.08,13.23,12220,13960,16750,20970,27520,2004
53843,SC,2655,"Florence, SC MSA",41-0000,Sales and related occupations,major,6590,4.4,12.11,25190,2.9,5.99,6.91,8.90,14.01,23.09,12460,14370,18500,29150,48030,2004
53858,SC,2655,"Florence, SC MSA",43-0000,Office and administrative support occupations,major,9780,2.6,11.93,24810,1.6,7.52,8.97,10.77,13.63,17.94,15640,18650,22410,28340,37310,2004
53894,SC,2655,"Florence, SC MSA",45-0000,"Farming, fishing, and forestry occupations",major,270,11.1,11.59,24110,6.3,7.31,8.98,10.25,13.16,16.75,15200,18690,21310,27370,34830,2004
53896,SC,2655,"Florence, SC MSA",47-0000,Construction and extraction occupations,major,2040,9.8,14.47,30090,1.7,8.73,10.39,13.27,17.70,21.96,18160,21620,27610,36810,45670,2004
53909,SC,2655,"Florence, SC MSA",49-0000,"Installation, maintenance, and repair occupations",major,2830,5.7,15.56,32360,3.2,8.39,10.73,14.11,19.31,24.86,17450,22310,29360,40160,51710,2004
53923,SC,2655,"Florence, SC MSA",51-0000,Production occupations,major,6740,3.6,13.19,27440,2.4,7.47,9.60,12.17,15.53,20.97,15550,19960,25320,32300,43610,2004
53944,SC,2655,"Florence, SC MSA",53-0000,Transportation and material moving occupations,major,5320,4.2,11.53,23980,2.6,6.38,7.89,10.49,13.83,18.46,13270,16420,21820,28760,38400,2004
53959,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",11-0000,Management occupations,major,24100,2.5,36.58,76090,1.4,15.35,20.72,31.21,44.57,68.07,31920,43090,64920,92700,141590,2004
53990,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",13-0000,Business and financial operations occupations,major,10740,4.6,22.80,47430,2.0,12.58,15.74,20.66,27.00,35.61,26160,32740,42960,56150,74060,2004
54017,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",15-0000,Computer and mathematical occupations,major,6090,5.7,25.56,53160,2.6,13.66,17.53,24.58,32.42,40.32,28410,36460,51130,67420,83870,2004
54029,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",17-0000,Architecture and engineering occupations,major,11010,9.3,27.85,57920,3.9,14.11,19.76,26.90,35.36,42.99,29340,41090,55940,73560,89420,2004
54054,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",19-0000,"Life, physical, and social science occupations",major,2280,8.9,21.13,43940,2.9,12.27,15.13,18.51,24.85,33.98,25510,31480,38510,51690,70680,2004
54062,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",21-0000,Community and social services occupations,major,4300,3.4,15.20,31620,4.5,8.89,10.80,13.75,18.65,24.45,18490,22470,28610,38800,50860,2004
54075,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",23-0000,Legal occupations,major,2760,10.5,33.97,70660,10.9,11.45,13.58,27.46,44.68,69.17,23810,28250,57110,92930,143880,2004
54081,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",25-0000,"Education, training, and library occupations",major,22400,3.6,17.95,37340,3.1,7.70,12.65,17.72,22.92,27.25,16010,26310,36860,47660,56670,2004
54123,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,3540,7.1,16.83,35010,3.7,7.35,10.63,14.88,19.62,27.28,15290,22120,30950,40810,56740,2004
54148,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",29-0000,Healthcare practitioners and technical occupations,major,22570,5.4,27.48,57160,3.8,11.19,15.49,21.21,30.26,47.16,23280,32210,44120,62950,98090,2004
54186,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",31-0000,Healthcare support occupations,major,10730,5.7,10.07,20950,1.6,7.17,7.93,9.44,11.64,13.82,14900,16490,19630,24220,28750,2004
54199,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",33-0000,Protective service occupations,major,8990,4.1,12.75,26520,3.9,7.33,9.14,11.98,15.45,19.69,15250,19010,24920,32130,40950,2004
54214,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",35-0000,Food preparation and serving related occupations,major,40810,2.5,7.40,15400,1.3,5.56,6.00,6.73,8.19,10.33,11560,12470,13990,17030,21490,2004
54229,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,14950,4.7,8.49,17650,2.6,5.71,6.37,7.75,9.84,12.66,11870,13250,16110,20460,26330,2004
54238,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",39-0000,Personal care and service occupations,major,7230,6.7,8.74,18180,2.2,5.82,6.64,7.82,9.50,13.06,12120,13810,16260,19750,27160,2004
54257,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",41-0000,Sales and related occupations,major,47960,4.3,13.89,28900,2.7,6.20,7.49,10.04,15.69,26.14,12890,15580,20880,32640,54370,2004
54277,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",43-0000,Office and administrative support occupations,major,67130,2.3,12.83,26700,1.0,7.84,9.61,11.97,15.13,19.28,16310,19990,24890,31470,40110,2004
54328,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",45-0000,"Farming, fishing, and forestry occupations",major,480,11.0,9.47,19700,5.7,6.00,7.19,8.66,10.79,14.01,12480,14960,18010,22450,29140,2004
54332,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",47-0000,Construction and extraction occupations,major,20150,4.6,14.66,30500,1.9,9.06,10.63,13.64,17.40,22.03,18850,22110,28370,36200,45830,2004
54362,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",49-0000,"Installation, maintenance, and repair occupations",major,22550,5.5,16.46,34240,1.6,9.28,12.11,16.10,20.43,24.57,19300,25190,33500,42490,51110,2004
54394,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",51-0000,Production occupations,major,71670,2.0,14.30,29740,2.3,8.37,10.59,13.28,17.33,21.77,17420,22020,27610,36050,45290,2004
54473,SC,3160,"Greenville-Spartanburg-Anderson, SC MSA",53-0000,Transportation and material moving occupations,major,41360,3.6,12.40,25790,1.9,7.20,8.79,11.02,15.07,19.88,14980,18270,22920,31350,41340,2004
54497,SC,5330,"Myrtle Beach, SC MSA",11-0000,Management occupations,major,6270,5.7,29.36,61080,2.3,13.74,17.38,24.06,35.16,50.00,28590,36160,50050,73140,104000,2004
54519,SC,5330,"Myrtle Beach, SC MSA",13-0000,Business and financial operations occupations,major,3330,8.3,17.04,35450,6.1,9.24,11.71,15.05,20.40,26.63,19230,24360,31310,42440,55390,2004
54536,SC,5330,"Myrtle Beach, SC MSA",15-0000,Computer and mathematical occupations,major,450,5.8,22.85,47530,4.5,12.48,15.51,19.84,28.21,40.25,25950,32260,41270,58670,83730,2004
54541,SC,5330,"Myrtle Beach, SC MSA",17-0000,Architecture and engineering occupations,major,940,4.3,19.77,41130,2.4,10.85,12.90,17.13,24.35,33.08,22570,26830,35630,50650,68810,2004
54550,SC,5330,"Myrtle Beach, SC MSA",19-0000,"Life, physical, and social science occupations",major,280,6.0,20.43,42500,4.6,9.51,13.16,18.56,27.05,34.09,19780,27380,38590,56260,70920,2004
54552,SC,5330,"Myrtle Beach, SC MSA",21-0000,Community and social services occupations,major,630,7.3,16.74,34820,3.9,10.02,12.16,15.15,19.71,25.04,20850,25290,31520,40990,52070,2004
54557,SC,5330,"Myrtle Beach, SC MSA",23-0000,Legal occupations,major,630,10.6,23.91,49720,13.5,9.17,10.88,15.90,27.69,53.56,19080,22630,33080,57600,111400,2004
54564,SC,5330,"Myrtle Beach, SC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1550,11.2,15.66,32580,4.8,6.69,9.54,14.19,21.90,26.13,13910,19850,29510,45560,54350,2004
54576,SC,5330,"Myrtle Beach, SC MSA",29-0000,Healthcare practitioners and technical occupations,major,4400,9.8,23.64,49180,3.9,10.66,14.08,18.99,25.22,37.36,22180,29290,39500,52460,77710,2004
54594,SC,5330,"Myrtle Beach, SC MSA",31-0000,Healthcare support occupations,major,1800,16.3,10.07,20950,2.3,7.28,8.09,9.41,11.03,14.10,15150,16830,19580,22950,29330,2004
54602,SC,5330,"Myrtle Beach, SC MSA",33-0000,Protective service occupations,major,2630,5.2,12.85,26740,4.4,7.68,9.67,12.28,15.43,18.93,15960,20110,25540,32100,39380,2004
54608,SC,5330,"Myrtle Beach, SC MSA",35-0000,Food preparation and serving related occupations,major,16470,4.3,8.27,17190,1.9,5.71,6.35,7.76,9.70,11.07,11880,13210,16130,20180,23030,2004
54624,SC,5330,"Myrtle Beach, SC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,7430,4.4,8.97,18650,1.4,6.76,7.40,8.30,9.96,11.86,14060,15390,17270,20730,24680,2004
54631,SC,5330,"Myrtle Beach, SC MSA",39-0000,Personal care and service occupations,major,3570,7.4,8.63,17960,2.7,5.71,6.38,7.66,9.68,13.25,11880,13270,15940,20140,27560,2004
54643,SC,5330,"Myrtle Beach, SC MSA",41-0000,Sales and related occupations,major,14350,3.5,11.52,23950,2.0,6.42,7.53,9.08,13.34,19.71,13350,15660,18880,27750,40990,2004
54659,SC,5330,"Myrtle Beach, SC MSA",43-0000,Office and administrative support occupations,major,15920,2.8,11.39,23690,0.9,7.53,8.81,10.48,13.20,16.73,15660,18330,21810,27450,34790,2004
54696,SC,5330,"Myrtle Beach, SC MSA",45-0000,"Farming, fishing, and forestry occupations",major,**,**,11.70,24340,3.1,8.17,9.64,11.40,13.20,15.28,16990,20050,23710,27460,31780,2004
54698,SC,5330,"Myrtle Beach, SC MSA",47-0000,Construction and extraction occupations,major,6800,3.9,13.69,28470,1.7,8.68,10.21,12.80,16.49,20.27,18050,21230,26620,34300,42170,2004
54723,SC,5330,"Myrtle Beach, SC MSA",49-0000,"Installation, maintenance, and repair occupations",major,4330,6.6,14.49,30140,1.8,8.60,10.33,13.73,17.56,21.58,17890,21480,28560,36530,44880,2004
