,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
54650,AL,2030,"Decatur, AL MSA",25-0000,"Education, training, and library occupations",major,3260,18.5,15.12,31440,6.1,6.02,8.00,16.33,20.10,22.84,12530,16640,33960,41810,47510,2003
54660,AL,2030,"Decatur, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,210,16.7,13.11,27280,5.4,7.64,8.80,12.28,16.03,18.13,15890,18310,25540,33330,37720,2003
54663,AL,2030,"Decatur, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,2340,19.9,20.67,42990,4.3,10.61,13.13,16.78,22.07,32.80,22070,27300,34910,45910,68230,2003
54674,AL,2030,"Decatur, AL MSA",31-0000,Healthcare support occupations,major,1200,17.3,9.54,19830,4.6,6.84,7.54,8.47,10.49,13.88,14220,15680,17620,21810,28870,2003
54681,AL,2030,"Decatur, AL MSA",33-0000,Protective service occupations,major,1350,16.4,12.91,26850,6.5,6.51,8.90,11.18,17.12,21.10,13540,18510,23250,35610,43890,2003
54686,AL,2030,"Decatur, AL MSA",35-0000,Food preparation and serving related occupations,major,3640,7.9,6.81,14150,1.3,5.58,5.91,6.48,7.21,8.76,11600,12300,13470,14990,18220,2003
54700,AL,2030,"Decatur, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1370,8.3,8.80,18300,2.6,5.91,6.68,7.94,10.01,12.96,12280,13900,16510,20830,26950,2003
54706,AL,2030,"Decatur, AL MSA",39-0000,Personal care and service occupations,major,750,14.3,8.99,18700,5.5,5.82,6.40,7.57,10.11,14.85,12100,13310,15740,21040,30900,2003
54711,AL,2030,"Decatur, AL MSA",41-0000,Sales and related occupations,major,5410,7.5,11.71,24350,4.1,5.98,6.84,8.55,13.40,21.71,12450,14240,17780,27870,45150,2003
54721,AL,2030,"Decatur, AL MSA",43-0000,Office and administrative support occupations,major,7030,3.9,11.59,24110,1.8,6.82,8.35,10.73,13.81,17.67,14190,17360,22330,28730,36760,2003
54753,AL,2030,"Decatur, AL MSA",45-0000,"Farming, fishing, and forestry occupations",major,60,5.9,10.00,20800,5.8,7.42,7.91,8.71,10.52,15.63,15430,16450,18120,21880,32510,2003
54754,AL,2030,"Decatur, AL MSA",47-0000,Construction and extraction occupations,major,3260,11.6,15.27,31760,3.4,8.43,10.71,14.62,18.97,23.95,17540,22290,30420,39470,49810,2003
54773,AL,2030,"Decatur, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,3100,9.4,16.47,34250,4.5,9.00,11.82,15.34,20.13,26.49,18720,24570,31900,41870,55110,2003
54787,AL,2030,"Decatur, AL MSA",51-0000,Production occupations,major,9510,7.1,14.07,29270,3.3,7.78,9.79,14.21,17.18,20.89,16170,20360,29550,35740,43450,2003
54816,AL,2030,"Decatur, AL MSA",53-0000,Transportation and material moving occupations,major,4460,7.2,11.82,24600,4.5,6.11,7.36,10.19,15.71,20.13,12710,15300,21200,32670,41870,2003
54829,AL,2180,"Dothan, AL MSA",11-0000,Management occupations,major,2810,3.9,30.65,63750,2.2,12.64,19.56,27.47,38.15,51.82,26300,40680,57140,79350,107790,2003
54849,AL,2180,"Dothan, AL MSA",13-0000,Business and financial operations occupations,major,1560,6.5,22.94,47720,4.3,11.15,14.68,21.32,28.41,34.32,23190,30530,44350,59090,71380,2003
54859,AL,2180,"Dothan, AL MSA",15-0000,Computer and mathematical occupations,major,480,10.1,24.18,50290,6.5,12.13,16.61,24.37,31.09,37.55,25230,34540,50690,64660,78110,2003
54865,AL,2180,"Dothan, AL MSA",17-0000,Architecture and engineering occupations,major,950,3.6,26.46,55030,4.6,12.78,18.48,26.27,34.11,41.83,26590,38440,54640,70950,87000,2003
54873,AL,2180,"Dothan, AL MSA",19-0000,"Life, physical, and social science occupations",major,270,3.4,29.16,60650,6.1,16.05,20.56,30.15,36.53,43.04,33390,42770,62710,75980,89520,2003
54874,AL,2180,"Dothan, AL MSA",21-0000,Community and social services occupations,major,540,22.3,14.39,29920,4.5,8.21,10.09,13.18,17.70,21.91,17080,20990,27420,36820,45580,2003
54879,AL,2180,"Dothan, AL MSA",23-0000,Legal occupations,major,170,28.5,25.52,53080,15.4,7.30,12.18,15.99,32.49,53.44,15170,25320,33270,67570,111150,2003
54882,AL,2180,"Dothan, AL MSA",25-0000,"Education, training, and library occupations",major,2900,3.5,18.11,37670,4.9,7.30,13.19,18.68,21.50,30.43,15190,27440,38850,44720,63290,2003
54892,AL,2180,"Dothan, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,470,13.7,14.10,29320,6.9,7.05,8.02,10.77,17.80,25.26,14650,16680,22410,37020,52530,2003
54898,AL,2180,"Dothan, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,4610,4.8,29.21,60760,12.0,8.56,12.32,18.98,27.96,#,17810,25630,39480,58170,#,2003
54916,AL,2180,"Dothan, AL MSA",31-0000,Healthcare support occupations,major,1810,11.6,8.54,17770,3.5,5.88,6.55,7.73,9.32,11.94,12220,13630,16070,19390,24840,2003
54923,AL,2180,"Dothan, AL MSA",33-0000,Protective service occupations,major,1490,10.1,12.29,25570,5.2,6.58,8.10,11.46,15.46,20.02,13680,16850,23830,32150,41640,2003
54926,AL,2180,"Dothan, AL MSA",35-0000,Food preparation and serving related occupations,major,5270,2.8,6.88,14320,1.6,5.59,5.93,6.48,7.17,9.01,11640,12330,13480,14910,18750,2003
54942,AL,2180,"Dothan, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1660,4.5,8.37,17410,2.4,5.89,6.53,7.58,9.04,12.10,12250,13580,15770,18800,25160,2003
54949,AL,2180,"Dothan, AL MSA",39-0000,Personal care and service occupations,major,800,8.4,8.48,17650,3.4,5.82,6.34,7.19,9.76,13.12,12100,13180,14960,20300,27280,2003
54953,AL,2180,"Dothan, AL MSA",41-0000,Sales and related occupations,major,7900,10.6,10.71,22270,3.7,5.95,6.76,8.19,11.86,17.65,12380,14070,17020,24670,36710,2003
54965,AL,2180,"Dothan, AL MSA",43-0000,Office and administrative support occupations,major,9900,3.4,11.40,23710,2.4,6.56,7.97,10.12,13.72,18.09,13640,16580,21040,28540,37620,2003
54997,AL,2180,"Dothan, AL MSA",45-0000,"Farming, fishing, and forestry occupations",major,130,22.9,10.13,21080,10.6,5.88,6.55,9.22,13.44,16.31,12220,13630,19190,27950,33920,2003
54999,AL,2180,"Dothan, AL MSA",47-0000,Construction and extraction occupations,major,3030,5.5,12.51,26010,1.9,7.67,9.21,11.59,14.85,19.27,15960,19160,24110,30890,40080,2003
55016,AL,2180,"Dothan, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,5040,3.2,16.79,34920,2.1,8.62,12.08,16.04,21.26,26.68,17920,25120,33360,44230,55490,2003
55032,AL,2180,"Dothan, AL MSA",51-0000,Production occupations,major,6710,4.0,13.83,28760,6.0,7.13,8.49,11.63,17.37,23.89,14840,17650,24180,36140,49690,2003
55051,AL,2180,"Dothan, AL MSA",53-0000,Transportation and material moving occupations,major,6090,6.0,13.46,27990,5.2,6.20,7.71,11.55,17.46,23.10,12900,16040,24020,36320,48040,2003
55063,AL,2650,"Florence, AL MSA",11-0000,Management occupations,major,1970,5.7,30.80,64060,2.6,13.31,18.34,27.35,36.53,52.56,27690,38150,56900,75980,109330,2003
55076,AL,2650,"Florence, AL MSA",13-0000,Business and financial operations occupations,major,1210,3.9,24.53,51030,6.6,10.18,15.90,22.42,32.44,41.27,21180,33070,46630,67470,85850,2003
55085,AL,2650,"Florence, AL MSA",15-0000,Computer and mathematical occupations,major,230,15.3,24.45,50860,5.1,13.98,16.70,23.18,31.67,38.59,29070,34740,48210,65860,80270,2003
55089,AL,2650,"Florence, AL MSA",17-0000,Architecture and engineering occupations,major,600,5.1,23.34,48540,5.1,9.74,14.25,21.84,30.69,39.02,20250,29640,45420,63830,81150,2003
55094,AL,2650,"Florence, AL MSA",19-0000,"Life, physical, and social science occupations",major,160,6.6,22.48,46760,6.7,10.83,16.77,20.33,27.91,37.62,22530,34880,42290,58040,78250,2003
55096,AL,2650,"Florence, AL MSA",21-0000,Community and social services occupations,major,300,10.1,16.61,34560,3.1,8.58,11.74,15.50,21.60,26.25,17840,24410,32230,44930,54610,2003
55100,AL,2650,"Florence, AL MSA",23-0000,Legal occupations,major,150,19.0,30.47,63370,13.8,11.96,13.79,20.77,34.30,65.94,24870,28690,43200,71330,137160,2003
55102,AL,2650,"Florence, AL MSA",25-0000,"Education, training, and library occupations",major,3130,5.3,15.65,32560,4.1,6.11,7.45,17.16,20.55,23.76,12710,15500,35690,42750,49420,2003
55112,AL,2650,"Florence, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,540,25.0,10.01,20820,4.9,6.52,7.20,8.16,11.53,16.48,13570,14980,16980,23990,34290,2003
55118,AL,2650,"Florence, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,3240,4.0,21.33,44360,6.3,9.02,12.22,15.97,20.95,40.65,18770,25430,33230,43580,84560,2003
55129,AL,2650,"Florence, AL MSA",31-0000,Healthcare support occupations,major,1470,6.0,8.24,17140,2.1,5.93,6.79,7.87,9.12,11.15,12340,14110,16370,18960,23190,2003
55136,AL,2650,"Florence, AL MSA",33-0000,Protective service occupations,major,820,14.5,13.28,27620,4.3,6.86,8.03,12.21,17.41,21.84,14280,16700,25390,36220,45430,2003
55139,AL,2650,"Florence, AL MSA",35-0000,Food preparation and serving related occupations,major,4670,4.8,6.82,14180,1.3,5.61,5.94,6.50,7.18,8.56,11670,12360,13520,14930,17800,2003
55153,AL,2650,"Florence, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1350,6.9,9.12,18970,2.5,5.96,6.82,8.40,10.66,13.20,12390,14190,17460,22170,27460,2003
55159,AL,2650,"Florence, AL MSA",39-0000,Personal care and service occupations,major,960,17.8,8.65,17990,9.2,5.56,5.95,6.61,8.52,13.24,11560,12380,13750,17710,27530,2003
55165,AL,2650,"Florence, AL MSA",41-0000,Sales and related occupations,major,5580,4.1,11.39,23690,3.7,5.81,6.38,7.72,12.75,21.47,12070,13260,16060,26520,44650,2003
55176,AL,2650,"Florence, AL MSA",43-0000,Office and administrative support occupations,major,7350,3.4,10.79,22430,2.1,6.53,7.84,9.76,12.67,16.88,13580,16300,20310,26350,35100,2003
55204,AL,2650,"Florence, AL MSA",45-0000,"Farming, fishing, and forestry occupations",major,200,37.6,15.04,31290,25.0,6.98,8.53,11.68,23.28,26.37,14510,17740,24280,48420,54850,2003
55206,AL,2650,"Florence, AL MSA",47-0000,Construction and extraction occupations,major,2630,6.5,15.62,32480,3.4,9.12,10.98,14.07,19.76,25.41,18970,22840,29270,41110,52850,2003
55219,AL,2650,"Florence, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,2320,7.6,16.50,34320,4.6,9.20,11.41,15.06,21.19,26.51,19140,23720,31330,44080,55130,2003
55230,AL,2650,"Florence, AL MSA",51-0000,Production occupations,major,6690,9.9,12.09,25150,3.9,7.34,8.51,10.80,14.57,19.02,15260,17690,22470,30310,39570,2003
55256,AL,2650,"Florence, AL MSA",53-0000,Transportation and material moving occupations,major,4790,7.3,11.17,23240,3.0,6.23,7.46,9.72,13.68,18.80,12960,15510,20220,28450,39100,2003
55272,AL,2880,"Gadsden, AL MSA",11-0000,Management occupations,major,1450,7.2,31.09,64660,3.8,12.90,17.99,26.83,36.90,54.45,26820,37430,55800,76760,113260,2003
55286,AL,2880,"Gadsden, AL MSA",13-0000,Business and financial operations occupations,major,570,8.8,20.46,42550,3.8,8.08,14.33,19.21,25.19,34.00,16800,29800,39950,52390,70720,2003
55293,AL,2880,"Gadsden, AL MSA",15-0000,Computer and mathematical occupations,major,170,37.7,26.74,55620,6.3,12.26,16.00,22.59,31.31,43.29,25500,33280,46990,65130,90050,2003
55297,AL,2880,"Gadsden, AL MSA",17-0000,Architecture and engineering occupations,major,310,16.2,22.46,46710,7.3,10.24,15.98,20.81,28.36,38.51,21300,33230,43280,58980,80090,2003
55299,AL,2880,"Gadsden, AL MSA",19-0000,"Life, physical, and social science occupations",major,90,12.0,19.08,39680,7.2,10.21,12.80,17.19,23.48,32.74,21230,26620,35750,48840,68090,2003
55301,AL,2880,"Gadsden, AL MSA",21-0000,Community and social services occupations,major,590,33.2,14.13,29400,5.4,8.08,10.28,12.89,16.92,22.51,16810,21390,26800,35190,46830,2003
55307,AL,2880,"Gadsden, AL MSA",23-0000,Legal occupations,major,130,23.2,27.98,58200,12.0,7.46,9.64,15.73,38.81,66.98,15510,20050,32730,80730,139310,2003
55309,AL,2880,"Gadsden, AL MSA",25-0000,"Education, training, and library occupations",major,2060,5.5,15.01,31230,5.8,6.26,7.35,15.91,20.20,23.38,13010,15290,33090,42020,48630,2003
55317,AL,2880,"Gadsden, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,310,31.9,12.75,26510,9.2,6.18,7.39,9.96,14.86,20.18,12860,15370,20710,30900,41970,2003
55319,AL,2880,"Gadsden, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,2680,17.5,23.48,48840,7.9,9.52,12.47,17.57,24.04,39.53,19800,25940,36540,49990,82220,2003
55331,AL,2880,"Gadsden, AL MSA",31-0000,Healthcare support occupations,major,1180,13.1,8.71,18110,2.1,6.62,7.41,8.27,9.58,11.10,13770,15410,17210,19920,23080,2003
55338,AL,2880,"Gadsden, AL MSA",33-0000,Protective service occupations,major,420,10.0,10.92,22710,4.5,6.33,8.16,10.81,13.14,14.76,13180,16960,22480,27330,30700,2003
55341,AL,2880,"Gadsden, AL MSA",35-0000,Food preparation and serving related occupations,major,3630,8.4,6.82,14190,2.4,5.57,5.90,6.45,7.16,8.96,11580,12270,13420,14900,18640,2003
55355,AL,2880,"Gadsden, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1180,9.2,9.00,18720,4.3,5.88,6.61,8.17,10.61,13.97,12230,13760,16990,22070,29070,2003
55360,AL,2880,"Gadsden, AL MSA",39-0000,Personal care and service occupations,major,740,15.0,8.22,17090,3.6,5.74,6.35,7.64,9.06,11.28,11930,13210,15900,18840,23460,2003
55368,AL,2880,"Gadsden, AL MSA",41-0000,Sales and related occupations,major,3620,4.8,11.02,22910,3.8,5.78,6.36,7.80,12.77,20.58,12020,13230,16230,26560,42810,2003
55379,AL,2880,"Gadsden, AL MSA",43-0000,Office and administrative support occupations,major,5110,6.2,10.98,22830,2.1,6.56,7.89,9.93,12.95,17.45,13640,16400,20660,26940,36290,2003
55404,AL,2880,"Gadsden, AL MSA",45-0000,"Farming, fishing, and forestry occupations",major,40,37.1,11.38,23670,12.7,7.00,8.50,10.31,14.50,16.81,14560,17680,21450,30150,34970,2003
55405,AL,2880,"Gadsden, AL MSA",47-0000,Construction and extraction occupations,major,1610,19.6,11.87,24700,4.5,6.45,8.08,10.61,13.89,19.88,13420,16800,22070,28880,41350,2003
55418,AL,2880,"Gadsden, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,1480,15.1,14.25,29640,3.9,6.75,9.60,13.27,18.43,22.72,14030,19970,27590,38320,47260,2003
55426,AL,2880,"Gadsden, AL MSA",51-0000,Production occupations,major,4830,12.0,12.33,25660,8.3,7.24,8.64,10.58,15.89,20.59,15060,17980,22010,33050,42830,2003
55441,AL,2880,"Gadsden, AL MSA",53-0000,Transportation and material moving occupations,major,2930,6.7,11.71,24370,5.3,6.57,8.31,10.43,13.72,18.98,13660,17290,21700,28540,39490,2003
55453,AL,3440,"Huntsville, AL MSA",11-0000,Management occupations,major,11050,3.4,39.04,81210,2.0,16.31,24.27,37.04,49.45,63.61,33930,50470,77040,102860,132320,2003
55478,AL,3440,"Huntsville, AL MSA",13-0000,Business and financial operations occupations,major,9130,2.6,28.73,59750,4.6,14.55,19.97,28.14,35.86,42.37,30270,41530,58530,74580,88140,2003
55496,AL,3440,"Huntsville, AL MSA",15-0000,Computer and mathematical occupations,major,10830,6.7,32.90,68430,4.7,16.93,23.04,30.53,39.08,48.04,35210,47930,63490,81300,99920,2003
55507,AL,3440,"Huntsville, AL MSA",17-0000,Architecture and engineering occupations,major,12490,4.0,32.15,66860,5.5,15.32,23.29,33.15,40.92,48.66,31860,48440,68950,85120,101220,2003
55532,AL,3440,"Huntsville, AL MSA",19-0000,"Life, physical, and social science occupations",major,1650,7.3,28.94,60200,6.6,13.03,17.65,25.48,38.27,50.15,27090,36710,52990,79600,104320,2003
55541,AL,3440,"Huntsville, AL MSA",21-0000,Community and social services occupations,major,940,10.1,14.87,30920,4.3,8.86,10.62,13.55,18.76,23.14,18430,22090,28180,39020,48140,2003
55547,AL,3440,"Huntsville, AL MSA",23-0000,Legal occupations,major,560,21.0,38.38,79830,9.4,16.29,23.07,32.30,45.66,69.22,33890,47990,67180,94980,143970,2003
55550,AL,3440,"Huntsville, AL MSA",25-0000,"Education, training, and library occupations",major,7690,10.0,15.45,32140,8.5,5.89,6.80,15.64,21.26,26.57,12260,14140,32520,44220,55270,2003
55572,AL,3440,"Huntsville, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2070,10.1,16.78,34890,4.0,7.82,10.23,14.17,21.71,28.82,16270,21290,29480,45160,59950,2003
55589,AL,3440,"Huntsville, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,7930,3.1,23.38,48630,9.3,9.75,13.39,18.24,24.35,38.58,20280,27840,37930,50640,80250,2003
55609,AL,3440,"Huntsville, AL MSA",31-0000,Healthcare support occupations,major,2500,9.3,9.43,19610,2.8,6.37,7.49,8.64,10.40,14.53,13250,15570,17970,21630,30230,2003
55617,AL,3440,"Huntsville, AL MSA",33-0000,Protective service occupations,major,4050,6.3,13.82,28750,5.2,6.90,8.93,12.68,18.22,21.40,14360,18580,26380,37900,44500,2003
55626,AL,3440,"Huntsville, AL MSA",35-0000,Food preparation and serving related occupations,major,12620,5.3,6.92,14390,1.5,5.57,5.92,6.50,7.32,9.06,11580,12310,13520,15220,18840,2003
55642,AL,3440,"Huntsville, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,5640,8.6,8.63,17960,3.1,5.84,6.48,7.75,10.02,12.95,12150,13470,16120,20850,26930,2003
55649,AL,3440,"Huntsville, AL MSA",39-0000,Personal care and service occupations,major,2500,10.2,8.44,17550,2.9,5.72,6.23,7.17,9.10,13.33,11900,12950,14920,18930,27720,2003
55660,AL,3440,"Huntsville, AL MSA",41-0000,Sales and related occupations,major,17240,3.4,12.86,26750,2.7,5.97,6.77,8.67,14.19,26.23,12410,14090,18030,29510,54560,2003
55677,AL,3440,"Huntsville, AL MSA",43-0000,Office and administrative support occupations,major,27860,2.7,13.06,27160,5.8,7.10,8.80,11.19,15.54,20.87,14770,18290,23280,32320,43420,2003
55716,AL,3440,"Huntsville, AL MSA",45-0000,"Farming, fishing, and forestry occupations",major,130,13.6,10.87,22610,8.9,6.24,7.77,9.96,12.13,17.11,12990,16170,20720,25230,35600,2003
55718,AL,3440,"Huntsville, AL MSA",47-0000,Construction and extraction occupations,major,5710,4.6,14.73,30630,3.2,8.43,10.36,13.33,17.64,23.29,17540,21550,27720,36690,48440,2003
55740,AL,3440,"Huntsville, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,6680,5.6,15.24,31710,2.7,8.42,10.58,13.73,18.85,24.88,17520,22000,28560,39200,51740,2003
55761,AL,3440,"Huntsville, AL MSA",51-0000,Production occupations,major,17320,2.8,15.83,32930,6.8,7.59,9.51,14.04,22.55,26.23,15780,19780,29210,46910,54570,2003
55793,AL,3440,"Huntsville, AL MSA",53-0000,Transportation and material moving occupations,major,11340,4.6,10.48,21810,2.9,6.09,7.13,9.02,12.12,17.41,12670,14820,18760,25210,36210,2003
55810,AL,5160,"Mobile, AL MSA",11-0000,Management occupations,major,10630,3.4,35.37,73570,1.6,15.02,21.34,30.23,42.14,61.78,31230,44380,62880,87660,128500,2003
55835,AL,5160,"Mobile, AL MSA",13-0000,Business and financial operations occupations,major,4920,5.8,21.35,44410,3.4,11.00,14.26,18.86,25.81,34.45,22880,29670,39230,53690,71660,2003
55856,AL,5160,"Mobile, AL MSA",15-0000,Computer and mathematical occupations,major,1790,12.0,23.81,49520,3.4,12.57,16.48,22.20,29.03,38.41,26140,34270,46180,60390,79880,2003
55865,AL,5160,"Mobile, AL MSA",17-0000,Architecture and engineering occupations,major,3130,6.0,25.11,52230,3.4,12.05,16.75,24.14,32.79,40.48,25060,34840,50210,68210,84190,2003
55884,AL,5160,"Mobile, AL MSA",19-0000,"Life, physical, and social science occupations",major,980,8.6,22.53,46870,3.9,12.13,15.96,20.61,27.45,37.08,25220,33200,42870,57090,77130,2003
55893,AL,5160,"Mobile, AL MSA",21-0000,Community and social services occupations,major,1660,6.9,15.03,31260,2.1,8.60,11.16,14.30,18.68,21.63,17890,23210,29740,38860,44990,2003
55902,AL,5160,"Mobile, AL MSA",23-0000,Legal occupations,major,1240,8.6,32.16,66890,8.9,9.33,16.91,25.95,40.80,58.28,19410,35170,53980,84870,121230,2003
55906,AL,5160,"Mobile, AL MSA",25-0000,"Education, training, and library occupations",major,11260,1.9,19.36,40270,5.3,8.26,15.13,19.98,24.08,27.04,17170,31470,41560,50090,56250,2003
55924,AL,5160,"Mobile, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1830,9.0,15.75,32760,7.6,6.60,8.24,11.45,16.74,25.94,13730,17130,23810,34820,53940,2003
55939,AL,5160,"Mobile, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,12490,2.2,23.28,48420,6.2,9.77,13.50,18.27,23.76,38.95,20330,28090,38010,49420,81020,2003
55969,AL,5160,"Mobile, AL MSA",31-0000,Healthcare support occupations,major,5580,6.4,8.99,18690,2.1,6.20,7.17,8.33,10.16,12.75,12890,14920,17320,21130,26520,2003
55981,AL,5160,"Mobile, AL MSA",33-0000,Protective service occupations,major,4850,6.6,11.44,23800,6.6,6.03,6.88,10.41,14.18,18.85,12530,14320,21650,29490,39210,2003
55985,AL,5160,"Mobile, AL MSA",35-0000,Food preparation and serving related occupations,major,19120,3.1,6.97,14490,1.4,5.56,5.90,6.48,7.33,9.38,11560,12280,13480,15260,19500,2003
56001,AL,5160,"Mobile, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,8080,5.3,8.46,17600,2.6,5.78,6.41,7.74,9.82,12.46,12030,13340,16090,20420,25930,2003
56009,AL,5160,"Mobile, AL MSA",39-0000,Personal care and service occupations,major,4520,7.6,8.07,16780,3.0,5.66,6.14,7.03,8.78,12.35,11770,12780,14630,18270,25680,2003
56025,AL,5160,"Mobile, AL MSA",41-0000,Sales and related occupations,major,25910,3.5,12.59,26180,3.0,5.91,6.67,8.80,14.63,24.64,12290,13870,18310,30430,51260,2003
56043,AL,5160,"Mobile, AL MSA",43-0000,Office and administrative support occupations,major,36040,2.2,11.39,23690,1.6,6.84,8.19,10.34,13.47,17.75,14230,17040,21510,28010,36920,2003
56087,AL,5160,"Mobile, AL MSA",45-0000,"Farming, fishing, and forestry occupations",major,720,28.4,10.02,20840,5.0,6.29,7.33,8.95,11.14,15.27,13090,15240,18620,23180,31760,2003
56091,AL,5160,"Mobile, AL MSA",47-0000,Construction and extraction occupations,major,12610,4.6,14.90,31000,2.2,8.72,10.49,13.65,17.68,22.88,18140,21810,28390,36770,47590,2003
56121,AL,5160,"Mobile, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,11890,4.6,15.29,31810,1.8,8.24,10.73,14.30,18.76,23.94,17150,22320,29730,39020,49790,2003
56148,AL,5160,"Mobile, AL MSA",51-0000,Production occupations,major,17040,5.7,13.46,27990,2.2,6.91,8.61,12.21,17.10,21.93,14380,17910,25410,35570,45610,2003
56197,AL,5160,"Mobile, AL MSA",53-0000,Transportation and material moving occupations,major,17730,5.1,11.24,23390,2.6,6.02,7.00,9.35,13.50,20.05,12530,14570,19460,28070,41700,2003
56218,AL,5240,"Montgomery, AL MSA",11-0000,Management occupations,major,8660,2.8,35.06,72920,1.7,14.80,21.30,30.42,42.70,60.23,30790,44300,63270,88820,125270,2003
56245,AL,5240,"Montgomery, AL MSA",13-0000,Business and financial operations occupations,major,6250,4.3,23.90,49720,1.8,12.84,16.29,21.65,29.12,37.47,26710,33880,45030,60560,77940,2003
56265,AL,5240,"Montgomery, AL MSA",15-0000,Computer and mathematical occupations,major,2700,6.1,25.65,53360,3.0,13.94,18.61,25.43,32.19,38.45,28990,38710,52890,66960,79970,2003
56276,AL,5240,"Montgomery, AL MSA",17-0000,Architecture and engineering occupations,major,2160,6.0,22.92,47680,3.9,10.83,15.61,21.86,28.88,35.77,22520,32470,45480,60070,74400,2003
56290,AL,5240,"Montgomery, AL MSA",19-0000,"Life, physical, and social science occupations",major,**,**,21.55,44810,4.3,11.14,14.44,20.76,27.25,33.71,23170,30050,43170,56690,70110,2003
56301,AL,5240,"Montgomery, AL MSA",21-0000,Community and social services occupations,major,1500,7.9,16.39,34090,3.3,10.94,12.53,15.38,19.46,24.25,22760,26070,31980,40470,50450,2003
56312,AL,5240,"Montgomery, AL MSA",23-0000,Legal occupations,major,1430,8.1,34.40,71560,10.4,13.65,19.54,26.97,39.62,67.29,28400,40640,56100,82420,139960,2003
56317,AL,5240,"Montgomery, AL MSA",25-0000,"Education, training, and library occupations",major,7160,6.7,16.36,34020,3.7,6.42,10.73,16.80,20.46,24.94,13360,22330,34950,42560,51870,2003
56336,AL,5240,"Montgomery, AL MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1810,7.8,14.81,30800,2.8,7.17,9.92,14.04,18.49,23.14,14910,20640,29210,38450,48130,2003
56352,AL,5240,"Montgomery, AL MSA",29-0000,Healthcare practitioners and technical occupations,major,7220,4.2,24.91,51820,6.4,9.20,12.44,17.92,25.96,44.20,19150,25880,37280,53990,91940,2003
56379,AL,5240,"Montgomery, AL MSA",31-0000,Healthcare support occupations,major,3780,16.2,9.46,19680,2.4,6.85,7.70,8.91,10.79,13.16,14240,16010,18520,22440,27380,2003
56389,AL,5240,"Montgomery, AL MSA",33-0000,Protective service occupations,major,4370,4.5,14.51,30170,4.5,7.17,10.40,13.62,18.41,21.62,14920,21620,28330,38290,44980,2003
56396,AL,5240,"Montgomery, AL MSA",35-0000,Food preparation and serving related occupations,major,11860,4.9,7.02,14610,1.3,5.62,6.00,6.63,7.65,9.00,11700,12480,13780,15920,18730,2003
56411,AL,5240,"Montgomery, AL MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,5370,5.8,8.23,17120,3.3,5.69,6.20,7.17,9.73,11.65,11840,12900,14920,20230,24240,2003
56419,AL,5240,"Montgomery, AL MSA",39-0000,Personal care and service occupations,major,2800,8.8,9.09,18910,4.4,5.71,6.26,7.64,10.44,14.72,11880,13010,15890,21720,30610,2003
56431,AL,5240,"Montgomery, AL MSA",41-0000,Sales and related occupations,major,15730,3.7,13.59,28270,3.9,5.95,6.80,8.76,15.14,26.60,12380,14130,18220,31480,55330,2003
56447,AL,5240,"Montgomery, AL MSA",43-0000,Office and administrative support occupations,major,29940,2.3,12.03,25030,1.6,7.06,8.54,11.06,14.46,18.51,14690,17770,23010,30080,38490,2003
56492,AL,5240,"Montgomery, AL MSA",47-0000,Construction and extraction occupations,major,6710,4.0,13.20,27460,2.5,7.72,9.37,11.84,15.59,20.98,16060,19500,24620,32440,43640,2003
56512,AL,5240,"Montgomery, AL MSA",49-0000,"Installation, maintenance, and repair occupations",major,7210,5.4,15.14,31480,2.0,8.48,10.63,14.29,18.77,23.50,17640,22100,29720,39030,48870,2003
